ordre;famille;cd_nom;lb_nom;nom_vern;habitat;statut;url
Passeriformes;Zosteropidae;432747;Zosterops lateralis griseonata;Zostérops à dos gris, Lunette;7;A;https://inpn.mnhn.fr/espece/cd_nom/432747
Passeriformes;Zosteropidae;432748;Zosterops lateralis melanops;;7;A;https://inpn.mnhn.fr/espece/cd_nom/432748
Passeriformes;Zosteropidae;432749;Zosterops lateralis nigrescens;;7;A;https://inpn.mnhn.fr/espece/cd_nom/432749
Passeriformes;Zosteropidae;432599;Zosterops maderaspatanus voeltzkowi;Zostérops malgache (Europa);7;A;https://inpn.mnhn.fr/espece/cd_nom/432599
Passeriformes;Zosteropidae;432752;Zosterops minutus;Zostérops minute;7;A;https://inpn.mnhn.fr/espece/cd_nom/432752
Passeriformes;Zosteropidae;432751;Zosterops xanthochrous;Zostérops à dos vert, Lunette;7;A;https://inpn.mnhn.fr/espece/cd_nom/432751
Passeriformes;Zosteropidae;459538;Zosterops xanthochroa;Zostérops à dos vert, Lunette;7;A;https://inpn.mnhn.fr/espece/cd_nom/459538
Passeriformes;Vireonidae;442515;Vireo griseus;Viréo à oeil blanc;7;;https://inpn.mnhn.fr/espece/cd_nom/442515
Passeriformes;Vireonidae;813829;Tanagra grisea;Viréo à oeil blanc;7;;https://inpn.mnhn.fr/espece/cd_nom/813829
Bucerotiformes;Upupidae;3590;Upupa epops;Huppe fasciée;7;P;https://inpn.mnhn.fr/espece/cd_nom/3590
Strigiformes;Tytonidae;432737;Tyto alba delicatula;Effraie des clochers, Chouette, Hibou;7;A;https://inpn.mnhn.fr/espece/cd_nom/432737
Strigiformes;Tytonidae;820066;Strix delicatulus;Effraie des clochers, Chouette, Hibou;7;A;https://inpn.mnhn.fr/espece/cd_nom/820066
Strigiformes;Tytonidae;442498;Tyto longimembris;Éffraie de prairie, Chouette;7;;https://inpn.mnhn.fr/espece/cd_nom/442498
Strigiformes;Tytonidae;521581;Tyto capensis longimembris;Éffraie de prairie, Chouette;7;;https://inpn.mnhn.fr/espece/cd_nom/521581
Strigiformes;Tytonidae;432738;Tyto longimembris oustaleti;Éffraie de prairie, Chouette;7;;https://inpn.mnhn.fr/espece/cd_nom/432738
Charadriiformes;Turnicidae;442487;Turnix nigricollis;Hémipode de Madagascar, Turnix de Madagascar;7;;https://inpn.mnhn.fr/espece/cd_nom/442487
Charadriiformes;Turnicidae;816418;Tetrao nigricollis;Hémipode de Madagascar, Turnix de Madagascar;7;;https://inpn.mnhn.fr/espece/cd_nom/816418
Charadriiformes;Turnicidae;459537;Turnix varius;;7;;https://inpn.mnhn.fr/espece/cd_nom/459537
Charadriiformes;Turnicidae;442488;Turnix varia;;7;;https://inpn.mnhn.fr/espece/cd_nom/442488
Charadriiformes;Turnicidae;836341;Turnix varius novaecaledoniae;Turnix bariolé;7;A;https://inpn.mnhn.fr/espece/cd_nom/836341
Charadriiformes;Turnicidae;698719;Turnix novaecaledoniae;Turnix bariolé;7;A;https://inpn.mnhn.fr/espece/cd_nom/698719
Charadriiformes;Turnicidae;432711;Turnix varia novaecaledoniae;Turnix bariolé;7;A;https://inpn.mnhn.fr/espece/cd_nom/432711
Passeriformes;Turdidae;441733;Catharus bicknelli;Grive de Bicknell;7;;https://inpn.mnhn.fr/espece/cd_nom/441733
Passeriformes;Turdidae;441734;Catharus mustelinus;;7;;https://inpn.mnhn.fr/espece/cd_nom/441734
Passeriformes;Turdidae;442088;Myadestes genibarbis;Solitaire à gorge rousse, Siffleur des montagnes;7;;https://inpn.mnhn.fr/espece/cd_nom/442088
Passeriformes;Turdidae;4134;Turdus atrogularis;Grive à gorge noire;7;P;https://inpn.mnhn.fr/espece/cd_nom/4134
Passeriformes;Turdidae;4136;Turdus ruficollis atrogularis;Grive à gorge noire;7;P;https://inpn.mnhn.fr/espece/cd_nom/4136
Passeriformes;Turdidae;4147;Turdus migratorius;Merle d'Amérique;7;;https://inpn.mnhn.fr/espece/cd_nom/4147
Passeriformes;Turdidae;4123;Turdus naumanni;Grive à ailes rousses;7;B;https://inpn.mnhn.fr/espece/cd_nom/4123
Passeriformes;Turdidae;4126;Turdus naumanni naumanni;Grive à ailes rousses;7;B;https://inpn.mnhn.fr/espece/cd_nom/4126
Passeriformes;Turdidae;4119;Turdus obscurus;Grive obscure;7;B;https://inpn.mnhn.fr/espece/cd_nom/4119
Passeriformes;Turdidae;442485;Turdus plumbeus;Merle vantard;7;;https://inpn.mnhn.fr/espece/cd_nom/442485
Passeriformes;Turdidae;442486;Turdus poliocephalus;Merle de Maré;7;;https://inpn.mnhn.fr/espece/cd_nom/442486
Passeriformes;Turdidae;432740;Turdus poliocephalus mareensis;;7;A;https://inpn.mnhn.fr/espece/cd_nom/432740
Passeriformes;Turdidae;432741;Turdus poliocephalus pritzbueri;Merle de Lifou;7;;https://inpn.mnhn.fr/espece/cd_nom/432741
Passeriformes;Turdidae;432742;Turdus poliocephalus xanthopus;Merle des Îles;7;A;https://inpn.mnhn.fr/espece/cd_nom/432742
Passeriformes;Turdidae;4121;Turdus ruficollis;Grive à gorge rousse, Grive à gorge noire;7;P;https://inpn.mnhn.fr/espece/cd_nom/4121
Passeriformes;Turdidae;4095;Zoothera sibirica;Grive de Sibérie;7;B;https://inpn.mnhn.fr/espece/cd_nom/4095
Passeriformes;Turdidae;4098;Ixoreus sibiricus;Grive de Sibérie;7;B;https://inpn.mnhn.fr/espece/cd_nom/4098
Passeriformes;Turdidae;4097;Turdus sibiricus;Grive de Sibérie;7;B;https://inpn.mnhn.fr/espece/cd_nom/4097
Caprimulgiformes;Trochilidae;441841;Cyanophaia bicolor;Colibri à tête bleue;7;;https://inpn.mnhn.fr/espece/cd_nom/441841
Passeriformes;Tichodromadidae;3780;Tichodroma muraria;Tichodrome échelette;7;P;https://inpn.mnhn.fr/espece/cd_nom/3780
Pelecaniformes;Threskiornithidae;2530;Platalea leucorodia;Spatule blanche;7;P;https://inpn.mnhn.fr/espece/cd_nom/2530
Pelecaniformes;Threskiornithidae;432698;Platalea regia;Spatule royale;7;;https://inpn.mnhn.fr/espece/cd_nom/432698
Pelecaniformes;Threskiornithidae;2687;Threskiornis aethiopicus;Ibis sacré;7;I;https://inpn.mnhn.fr/espece/cd_nom/2687
Pelecaniformes;Threskiornithidae;728087;Threskiornis bernieri;Ibis malgache;7;;https://inpn.mnhn.fr/espece/cd_nom/728087
Passeriformes;Thraupidae;442357;Sicalis luteiventris;;7;;https://inpn.mnhn.fr/espece/cd_nom/442357
Passeriformes;Sylviidae;4198;Acrocephalus arundinaceus;Rousserolle turdoïde;7;P;https://inpn.mnhn.fr/espece/cd_nom/4198
Passeriformes;Sylviidae;4200;Acrocephalus turdoides;Rousserolle turdoïde;7;P;https://inpn.mnhn.fr/espece/cd_nom/4200
Passeriformes;Sylviidae;4201;Turdus arundinaceus;Rousserolle turdoïde;7;P;https://inpn.mnhn.fr/espece/cd_nom/4201
Passeriformes;Sylviidae;418855;Acrocephalus caffer caffer;;7;A;https://inpn.mnhn.fr/espece/cd_nom/418855
Passeriformes;Sylviidae;4190;Acrocephalus dumetorum;Rousserolle des buissons;7;P;https://inpn.mnhn.fr/espece/cd_nom/4190
Passeriformes;Sylviidae;4180;Acrocephalus melanopogon;Lusciniole à moustaches;7;P;https://inpn.mnhn.fr/espece/cd_nom/4180
Passeriformes;Sylviidae;4182;Lusciniola melanopogon;Lusciniole à moustaches;7;P;https://inpn.mnhn.fr/espece/cd_nom/4182
Passeriformes;Sylviidae;4183;Sylvia melanopogon;Lusciniole à moustaches;7;P;https://inpn.mnhn.fr/espece/cd_nom/4183
Passeriformes;Sylviidae;4184;Acrocephalus paludicola;Phragmite aquatique;7;P;https://inpn.mnhn.fr/espece/cd_nom/4184
Passeriformes;Sylviidae;4186;Sylvia palaudicola;Phragmite aquatique;7;P;https://inpn.mnhn.fr/espece/cd_nom/4186
Passeriformes;Sylviidae;4187;Acrocephalus schoenobaenus;Phragmite des joncs;7;P;https://inpn.mnhn.fr/espece/cd_nom/4187
Passeriformes;Sylviidae;4189;Motacilla schoenobaenus;Phragmite des joncs;7;P;https://inpn.mnhn.fr/espece/cd_nom/4189
Passeriformes;Sylviidae;4151;Cettia cetti;Bouscarle de Cetti;7;P;https://inpn.mnhn.fr/espece/cd_nom/4151
Passeriformes;Sylviidae;4153;Sylvia cetti;Bouscarle de Cetti;7;P;https://inpn.mnhn.fr/espece/cd_nom/4153
Passeriformes;Sylviidae;4212;Hippolais icterina;Hypolaïs ictérine, Grand contrefaisant;7;P;https://inpn.mnhn.fr/espece/cd_nom/4212
Passeriformes;Sylviidae;4214;Sylvia icterina;Hypolaïs ictérine, Grand contrefaisant;7;P;https://inpn.mnhn.fr/espece/cd_nom/4214
Passeriformes;Sylviidae;4215;Hippolais polyglotta;Hypolaïs polyglotte, Petit contrefaisant;7;P;https://inpn.mnhn.fr/espece/cd_nom/4215
Passeriformes;Sylviidae;4217;Sylvia polyglotta;Hypolaïs polyglotte, Petit contrefaisant;7;P;https://inpn.mnhn.fr/espece/cd_nom/4217
Passeriformes;Sylviidae;4161;Locustella certhiola;Locustelle de Pallas;7;B;https://inpn.mnhn.fr/espece/cd_nom/4161
Passeriformes;Sylviidae;4163;Motacilla certhiola;Locustelle de Pallas;7;B;https://inpn.mnhn.fr/espece/cd_nom/4163
Passeriformes;Sylviidae;4175;Locustella fasciolata;Locustelle fasciée;7;B;https://inpn.mnhn.fr/espece/cd_nom/4175
Passeriformes;Sylviidae;4177;Acrocephalus fascioleatus;Locustelle fasciée;7;B;https://inpn.mnhn.fr/espece/cd_nom/4177
Passeriformes;Sylviidae;4170;Locustella fluviatilis;Locustelle fluviatile;7;P;https://inpn.mnhn.fr/espece/cd_nom/4170
Passeriformes;Sylviidae;4171;Sylvia fluviatilis;Locustelle fluviatile;7;P;https://inpn.mnhn.fr/espece/cd_nom/4171
Passeriformes;Sylviidae;4172;Locustella luscinioides;Locustelle luscinioïde;7;P;https://inpn.mnhn.fr/espece/cd_nom/4172
Passeriformes;Sylviidae;4174;Sylvia luscinioides;Locustelle luscinioïde;7;P;https://inpn.mnhn.fr/espece/cd_nom/4174
Passeriformes;Sylviidae;4167;Locustella naevia;Locustelle tachetée;7;P;https://inpn.mnhn.fr/espece/cd_nom/4167
Passeriformes;Sylviidae;4169;Motacilla naevia;Locustelle tachetée;7;P;https://inpn.mnhn.fr/espece/cd_nom/4169
Passeriformes;Sylviidae;442058;Megalurulus mariei;Mégalure calédonienne, Fauvette calédonienne;7;A;https://inpn.mnhn.fr/espece/cd_nom/442058
Passeriformes;Sylviidae;4338;Panurus biarmicus;Panure à moustaches, Mésange à moustaches;7;P;https://inpn.mnhn.fr/espece/cd_nom/4338
Passeriformes;Sylviidae;4269;Phylloscopus bonelli;Pouillot de Bonelli;7;P;https://inpn.mnhn.fr/espece/cd_nom/4269
Passeriformes;Sylviidae;4271;Sylvia bonelli;Pouillot de Bonelli;7;P;https://inpn.mnhn.fr/espece/cd_nom/4271
Passeriformes;Sylviidae;4264;Phylloscopus borealis;Pouillot boréal;7;P;https://inpn.mnhn.fr/espece/cd_nom/4264
Passeriformes;Sylviidae;4266;Phyllopneuste borealis;Pouillot boréal;7;P;https://inpn.mnhn.fr/espece/cd_nom/4266
Passeriformes;Sylviidae;4304;Phylloscopus fuscatus;Pouillot brun;7;B;https://inpn.mnhn.fr/espece/cd_nom/4304
Passeriformes;Sylviidae;4306;Phillopneuste fuscata;Pouillot brun;7;B;https://inpn.mnhn.fr/espece/cd_nom/4306
Passeriformes;Sylviidae;4297;Phylloscopus inornatus;Pouillot à grands sourcils;7;P;https://inpn.mnhn.fr/espece/cd_nom/4297
Passeriformes;Sylviidae;4299;Regulus inornatus;Pouillot à grands sourcils;7;P;https://inpn.mnhn.fr/espece/cd_nom/4299
Passeriformes;Sylviidae;4267;Phylloscopus proregulus;Pouillot de Pallas, Pouillot roitelet;7;B;https://inpn.mnhn.fr/espece/cd_nom/4267
Passeriformes;Sylviidae;4300;Phylloscopus schwarzi;Pouillot de Schwarz;7;B;https://inpn.mnhn.fr/espece/cd_nom/4300
Passeriformes;Sylviidae;4303;Herbivocula schwarzi;Pouillot de Schwarz;7;B;https://inpn.mnhn.fr/espece/cd_nom/4303
Passeriformes;Sylviidae;4302;Sylvia schwarzi;Pouillot de Schwarz;7;B;https://inpn.mnhn.fr/espece/cd_nom/4302
Passeriformes;Sylviidae;4272;Phylloscopus sibilatrix;Pouillot siffleur;7;P;https://inpn.mnhn.fr/espece/cd_nom/4272
Passeriformes;Sylviidae;4274;Motacilla sibilatrix;Pouillot siffleur;7;P;https://inpn.mnhn.fr/espece/cd_nom/4274
Passeriformes;Sylviidae;4275;Phylloscopus trochiloides;Pouillot verdâtre;7;P;https://inpn.mnhn.fr/espece/cd_nom/4275
Passeriformes;Sylviidae;4277;Acanthiza trochiloides;Pouillot verdâtre;7;P;https://inpn.mnhn.fr/espece/cd_nom/4277
Passeriformes;Sylviidae;4279;Phylloscopus trochiloides trochiloides;Pouillot verdâtre;7;P;https://inpn.mnhn.fr/espece/cd_nom/4279
Passeriformes;Sylviidae;4278;Phylloscopus trochiloides viridianus;Pouillot verdâtre;7;P;https://inpn.mnhn.fr/espece/cd_nom/4278
Passeriformes;Sylviidae;4227;Sylvia conspicillata;Fauvette à lunettes;7;P;https://inpn.mnhn.fr/espece/cd_nom/4227
Passeriformes;Sylviidae;4247;Sylvia curruca;Fauvette babillarde;7;P;https://inpn.mnhn.fr/espece/cd_nom/4247
Passeriformes;Sylviidae;4249;Motacilla curruca;Fauvette babillarde;7;P;https://inpn.mnhn.fr/espece/cd_nom/4249
Passeriformes;Sylviidae;4250;Sylvia curruca blythi;Fauvette babillarde;7;P;https://inpn.mnhn.fr/espece/cd_nom/4250
Passeriformes;Sylviidae;4251;Sylvia curruca curruca;Fauvette babillarde;7;P;https://inpn.mnhn.fr/espece/cd_nom/4251
Passeriformes;Sylviidae;4242;Sylvia hortensis;Fauvette orphée;7;P;https://inpn.mnhn.fr/espece/cd_nom/4242
Passeriformes;Sylviidae;4244;Motacilla hortensis;Fauvette orphée;7;P;https://inpn.mnhn.fr/espece/cd_nom/4244
Passeriformes;Sylviidae;4232;Sylvia melanocephala;Fauvette mélanocéphale;7;P;https://inpn.mnhn.fr/espece/cd_nom/4232
Passeriformes;Sylviidae;4234;Montacilla melanocephala;Fauvette mélanocéphale;7;P;https://inpn.mnhn.fr/espece/cd_nom/4234
Passeriformes;Sylviidae;4219;Sylvia sarda;Fauvette sarde;7;P;https://inpn.mnhn.fr/espece/cd_nom/4219
Passeriformes;Sylviidae;4221;Sylvia undata;Fauvette pitchou;7;P;https://inpn.mnhn.fr/espece/cd_nom/4221
Passeriformes;Sylviidae;4224;Sylvia undata undata;Fauvette pitchou (corse);7;P;https://inpn.mnhn.fr/espece/cd_nom/4224
Passeriformes;Sylviidae;4223;Motacilla undata;Fauvette pitchou (corse);7;P;https://inpn.mnhn.fr/espece/cd_nom/4223
Passeriformes;Sylviidae;4226;Sylvia undata corsa;Fauvette pitchou (corse);7;P;https://inpn.mnhn.fr/espece/cd_nom/4226
Passeriformes;Sturnidae;441647;Aplonis striata;;7;A;https://inpn.mnhn.fr/espece/cd_nom/441647
Passeriformes;Sturnidae;441648;Aplonis tabuensis;;7;;https://inpn.mnhn.fr/espece/cd_nom/441648
Passeriformes;Sturnidae;4520;Sturnus roseus;Martin roselin, Étourneau roselin;7;P;https://inpn.mnhn.fr/espece/cd_nom/4520
Passeriformes;Sturnidae;4522;Pastor roseus;Martin roselin, Étourneau roselin;7;P;https://inpn.mnhn.fr/espece/cd_nom/4522
Passeriformes;Sturnidae;4518;Sturnus unicolor;Étourneau unicolore;7;P;https://inpn.mnhn.fr/espece/cd_nom/4518
Strigiformes;Strigidae;3533;Aegolius funereus;Nyctale de Tengmalm, Chouette de Tengmalm;7;P;https://inpn.mnhn.fr/espece/cd_nom/3533
Strigiformes;Strigidae;3535;Strix funerea;Nyctale de Tengmalm, Chouette de Tengmalm;7;P;https://inpn.mnhn.fr/espece/cd_nom/3535
Strigiformes;Strigidae;3522;Asio otus;Hibou moyen-duc;7;P;https://inpn.mnhn.fr/espece/cd_nom/3522
Strigiformes;Strigidae;3524;Strix otus;Hibou moyen-duc;7;P;https://inpn.mnhn.fr/espece/cd_nom/3524
Strigiformes;Strigidae;3511;Athene noctua;Chouette chevêche, Chevêche d'Athéna;7;P;https://inpn.mnhn.fr/espece/cd_nom/3511
Strigiformes;Strigidae;3514;Athene noctua vidalii;Chouette chevêche, Chevêche d'Athéna;7;P;https://inpn.mnhn.fr/espece/cd_nom/3514
Strigiformes;Strigidae;3513;Strix noctua;Chouette chevêche, Chevêche d'Athéna;7;P;https://inpn.mnhn.fr/espece/cd_nom/3513
Strigiformes;Strigidae;3493;Bubo bubo;Grand-duc d'Europe;7;P;https://inpn.mnhn.fr/espece/cd_nom/3493
Strigiformes;Strigidae;3496;Bubo bubo bubo;Grand-duc d'Europe;7;P;https://inpn.mnhn.fr/espece/cd_nom/3496
Strigiformes;Strigidae;3497;Bubo bubo hispaus;Grand-duc d'Europe;7;P;https://inpn.mnhn.fr/espece/cd_nom/3497
Strigiformes;Strigidae;416686;Bubo maximus;Grand-duc d'Europe;7;P;https://inpn.mnhn.fr/espece/cd_nom/416686
Strigiformes;Strigidae;3495;Strix bubo;Grand-duc d'Europe;7;P;https://inpn.mnhn.fr/espece/cd_nom/3495
Strigiformes;Strigidae;3507;Glaucidium passerinum;Chouette chevêchette, Chevêchette d'Europe;7;P;https://inpn.mnhn.fr/espece/cd_nom/3507
Strigiformes;Strigidae;3509;Strix passerina;Chouette chevêchette, Chevêchette d'Europe;7;P;https://inpn.mnhn.fr/espece/cd_nom/3509
Strigiformes;Strigidae;3489;Otus scops;Hibou petit-duc, Petit-duc scops;7;P;https://inpn.mnhn.fr/espece/cd_nom/3489
Strigiformes;Strigidae;3491;Strix scops;Hibou petit-duc, Petit-duc scops;7;P;https://inpn.mnhn.fr/espece/cd_nom/3491
Strigiformes;Strigidae;3503;Surnia ulula;Chouette épervière;7;P;https://inpn.mnhn.fr/espece/cd_nom/3503
Strigiformes;Strigidae;3505;Strix ulula;Chouette épervière;7;P;https://inpn.mnhn.fr/espece/cd_nom/3505
Passeriformes;Sittidae;3774;Sitta europaea;Sittelle torchepot;7;P;https://inpn.mnhn.fr/espece/cd_nom/3774
Passeriformes;Sittidae;3776;Sitta europaea hassica;Sittelle torchepot;7;P;https://inpn.mnhn.fr/espece/cd_nom/3776
Passeriformes;Sittidae;3772;Sitta whiteheadi;Sittelle corse;7;E;https://inpn.mnhn.fr/espece/cd_nom/3772
Charadriiformes;Scolopacidae;3231;Calidris acuminata;Bécasseau à queue pointue;7;B;https://inpn.mnhn.fr/espece/cd_nom/3231
Charadriiformes;Scolopacidae;3234;Erolia acuminata;Bécasseau à queue pointue;7;B;https://inpn.mnhn.fr/espece/cd_nom/3234
Charadriiformes;Scolopacidae;3235;Heteropygia acuminata;Bécasseau à queue pointue;7;B;https://inpn.mnhn.fr/espece/cd_nom/3235
Charadriiformes;Scolopacidae;3233;Totanus acuminatus;Bécasseau à queue pointue;7;B;https://inpn.mnhn.fr/espece/cd_nom/3233
Charadriiformes;Scolopacidae;534823;Calidris canutus canutus;Bécasseau maubèche;7;P;https://inpn.mnhn.fr/espece/cd_nom/534823
Charadriiformes;Scolopacidae;444426;Calidris canutus islandica;;7;P;https://inpn.mnhn.fr/espece/cd_nom/444426
Charadriiformes;Scolopacidae;782430;Calidris canutus rufa;;7;;https://inpn.mnhn.fr/espece/cd_nom/782430
Charadriiformes;Scolopacidae;782431;Tringa rufa;;7;;https://inpn.mnhn.fr/espece/cd_nom/782431
Charadriiformes;Scolopacidae;3206;Calidris minuta;Bécasseau minute;7;P;https://inpn.mnhn.fr/espece/cd_nom/3206
Charadriiformes;Scolopacidae;3209;Erolia minuta;Bécasseau minute;7;P;https://inpn.mnhn.fr/espece/cd_nom/3209
Charadriiformes;Scolopacidae;3208;Tringa minuta;Bécasseau minute;7;P;https://inpn.mnhn.fr/espece/cd_nom/3208
Charadriiformes;Scolopacidae;3210;Calidris temminckii;Bécasseau de Temminck;7;P;https://inpn.mnhn.fr/espece/cd_nom/3210
Charadriiformes;Scolopacidae;3213;Erolia temminckii;Bécasseau de Temminck;7;P;https://inpn.mnhn.fr/espece/cd_nom/3213
Charadriiformes;Scolopacidae;3212;Tringa temminckii;Bécasseau de Temminck;7;P;https://inpn.mnhn.fr/espece/cd_nom/3212
Charadriiformes;Scolopacidae;533062;Gallinago delicata;Bécassine de Wilson;7;;https://inpn.mnhn.fr/espece/cd_nom/533062
Charadriiformes;Scolopacidae;626897;Gallinago gallinago delicata;Bécassine de Wilson;7;;https://inpn.mnhn.fr/espece/cd_nom/626897
Charadriiformes;Scolopacidae;814240;Scolopax delicata;Bécassine de Wilson;7;;https://inpn.mnhn.fr/espece/cd_nom/814240
Charadriiformes;Scolopacidae;2549;Gallinago media;Bécassine double;7;P;https://inpn.mnhn.fr/espece/cd_nom/2549
Charadriiformes;Scolopacidae;2552;Capella media;Bécassine double;7;P;https://inpn.mnhn.fr/espece/cd_nom/2552
Charadriiformes;Scolopacidae;2551;Scolopax media;Bécassine double;7;P;https://inpn.mnhn.fr/espece/cd_nom/2551
Charadriiformes;Scolopacidae;2554;Limnodromus scolopaceus;Limnodrome à long bec, Bécassin à long bec;7;B;https://inpn.mnhn.fr/espece/cd_nom/2554
Charadriiformes;Scolopacidae;2556;Limosa scolopacea;Limnodrome à long bec, Bécassin à long bec;7;B;https://inpn.mnhn.fr/espece/cd_nom/2556
Charadriiformes;Scolopacidae;2568;Limosa lapponica;Barge rousse;7;P;https://inpn.mnhn.fr/espece/cd_nom/2568
Charadriiformes;Scolopacidae;549653;Limosa laponica;Barge rousse;7;P;https://inpn.mnhn.fr/espece/cd_nom/549653
Charadriiformes;Scolopacidae;816268;Scolopax lapponica;Barge rousse;7;P;https://inpn.mnhn.fr/espece/cd_nom/816268
Charadriiformes;Scolopacidae;432719;Limosa lapponica baueri;Barge rousse;7;A;https://inpn.mnhn.fr/espece/cd_nom/432719
Charadriiformes;Scolopacidae;2563;Limosa limosa;Barge à queue noire;7;P;https://inpn.mnhn.fr/espece/cd_nom/2563
Charadriiformes;Scolopacidae;2565;Scolopax limosa;Barge à queue noire;7;P;https://inpn.mnhn.fr/espece/cd_nom/2565
Charadriiformes;Scolopacidae;2538;Lymnocryptes minimus;Bécassine sourde;7;P;https://inpn.mnhn.fr/espece/cd_nom/2538
Charadriiformes;Scolopacidae;2541;Galinago minima;Bécassine sourde;7;P;https://inpn.mnhn.fr/espece/cd_nom/2541
Charadriiformes;Scolopacidae;2540;Scolopax minima;Bécassine sourde;7;P;https://inpn.mnhn.fr/espece/cd_nom/2540
Charadriiformes;Scolopacidae;2576;Numenius arquata;Courlis cendré;7;P;https://inpn.mnhn.fr/espece/cd_nom/2576
Charadriiformes;Scolopacidae;2578;Tringa arquata;Courlis cendré;7;P;https://inpn.mnhn.fr/espece/cd_nom/2578
Charadriiformes;Scolopacidae;442141;Numenius madagascariensis;Courlis de Sibérie;7;;https://inpn.mnhn.fr/espece/cd_nom/442141
Charadriiformes;Scolopacidae;625969;Numenius phaeopus phaeopus;Courlis corlieu d'Europe;7;;https://inpn.mnhn.fr/espece/cd_nom/625969
Charadriiformes;Scolopacidae;432720;Numenius phaeopus variegatus;Courlis corlieu;7;A;https://inpn.mnhn.fr/espece/cd_nom/432720
Charadriiformes;Scolopacidae;2574;Numenius tenuirostris;Courlis à bec grêle;7;P;https://inpn.mnhn.fr/espece/cd_nom/2574
Charadriiformes;Scolopacidae;2584;Tringa erythropus;Chevalier arlequin;7;P;https://inpn.mnhn.fr/espece/cd_nom/2584
Charadriiformes;Scolopacidae;2597;Tringa melanoleuca;Grand Chevalier à pattes jaunes, Chevalier criard;7;B;https://inpn.mnhn.fr/espece/cd_nom/2597
Charadriiformes;Scolopacidae;2599;Scolopax melanoleuca;Grand Chevalier à pattes jaunes, Chevalier criard;7;B;https://inpn.mnhn.fr/espece/cd_nom/2599
Charadriiformes;Scolopacidae;2603;Tringa ochropus;Chevalier culblanc;7;P;https://inpn.mnhn.fr/espece/cd_nom/2603
Charadriiformes;Scolopacidae;2591;Tringa stagnatilis;Chevalier stagnatile;7;P;https://inpn.mnhn.fr/espece/cd_nom/2591
Charadriiformes;Scolopacidae;2593;Totanus stagnatilis;Chevalier stagnatile;7;P;https://inpn.mnhn.fr/espece/cd_nom/2593
Charadriiformes;Scolopacidae;2586;Tringa totanus;Chevalier gambette;7;P;https://inpn.mnhn.fr/espece/cd_nom/2586
Charadriiformes;Scolopacidae;2588;Scolopax totanus;Chevalier gambette;7;P;https://inpn.mnhn.fr/espece/cd_nom/2588
Charadriiformes;Scolopacidae;2610;Xenus cinereus;Bargette du Térek, Chevalier bargette;7;P;https://inpn.mnhn.fr/espece/cd_nom/2610
Charadriiformes;Scolopacidae;2612;Scolopax cinerea;Bargette du Térek, Chevalier bargette;7;P;https://inpn.mnhn.fr/espece/cd_nom/2612
Charadriiformes;Scolopacidae;2614;Terekia cinerea;Bargette du Térek, Chevalier bargette;7;P;https://inpn.mnhn.fr/espece/cd_nom/2614
Charadriiformes;Scolopacidae;550804;Tringa cinerea;Bargette du Térek, Chevalier bargette;7;P;https://inpn.mnhn.fr/espece/cd_nom/550804
Charadriiformes;Scolopacidae;348275;Tringa cinerea;Bargette du Térek, Chevalier bargette;7;P;https://inpn.mnhn.fr/espece/cd_nom/348275
Charadriiformes;Scolopacidae;2613;Tringa terek;Bargette du Térek, Chevalier bargette;7;P;https://inpn.mnhn.fr/espece/cd_nom/2613
Passeriformes;Saxicolidae;3996;Cercotrichas galactotes;Agrobate roux;7;P;https://inpn.mnhn.fr/espece/cd_nom/3996
Passeriformes;Saxicolidae;3998;Agrobates galactotes;Agrobate roux;7;P;https://inpn.mnhn.fr/espece/cd_nom/3998
Passeriformes;Saxicolidae;162677;Erythropygia galactotes;Agrobate roux;7;P;https://inpn.mnhn.fr/espece/cd_nom/162677
Passeriformes;Saxicolidae;3999;Sylvia galactotes;Agrobate roux;7;P;https://inpn.mnhn.fr/espece/cd_nom/3999
Passeriformes;Saxicolidae;4010;Luscinia luscinia;Rossignol progné;7;P;https://inpn.mnhn.fr/espece/cd_nom/4010
Passeriformes;Saxicolidae;4011;Erithacus luscinia;Rossignol progné;7;P;https://inpn.mnhn.fr/espece/cd_nom/4011
Passeriformes;Saxicolidae;4012;Motacilla luscinia;Rossignol progné;7;P;https://inpn.mnhn.fr/espece/cd_nom/4012
Passeriformes;Saxicolidae;4013;Luscinia megarhynchos;Rossignol philomèle;7;P;https://inpn.mnhn.fr/espece/cd_nom/4013
Passeriformes;Saxicolidae;4015;Erithacus megarhynchos;Rossignol philomèle;7;P;https://inpn.mnhn.fr/espece/cd_nom/4015
Passeriformes;Saxicolidae;4017;Luscinia megarhynchos corsa;Rossignol philomèle;7;P;https://inpn.mnhn.fr/espece/cd_nom/4017
Passeriformes;Saxicolidae;4016;Luscinia megarhynchos megarhynchos;Rossignol philomèle;7;P;https://inpn.mnhn.fr/espece/cd_nom/4016
Passeriformes;Saxicolidae;4023;Luscinia svecica;Gorgebleue à miroir;7;P;https://inpn.mnhn.fr/espece/cd_nom/4023
