ordre;famille;cd_nom;lb_nom;nom_vern;habitat;statut;url
Passeriformes;Thamnophilidae;442433;Thamnophilus murinus;Batara souris ;3;;https://inpn.mnhn.fr/espece/cd_nom/442433
Passeriformes;Thamnophilidae;442434;Thamnophilus nigrocinereus;Batara demi-deuil ;3;;https://inpn.mnhn.fr/espece/cd_nom/442434
Passeriformes;Thamnophilidae;828876;Thamnophilus nigrocinereus kulczynskii;;3;;https://inpn.mnhn.fr/espece/cd_nom/828876
Passeriformes;Thamnophilidae;828877;Myrmelastes kulczynskii;;3;;https://inpn.mnhn.fr/espece/cd_nom/828877
Passeriformes;Thamnophilidae;442435;Thamnophilus punctatus;Batara tacheté ;3;;https://inpn.mnhn.fr/espece/cd_nom/442435
Passeriformes;Thamnophilidae;655152;Willisornis poecilinotus;Fourmilier zébré;3;;https://inpn.mnhn.fr/espece/cd_nom/655152
Passeriformes;Thamnophilidae;459479;Dichropogon poecilinotus;Fourmilier zébré;3;;https://inpn.mnhn.fr/espece/cd_nom/459479
Passeriformes;Thamnophilidae;442001;Hylophylax poecilonota;Fourmilier zébré;3;;https://inpn.mnhn.fr/espece/cd_nom/442001
Passeriformes;Thamnophilidae;782449;Hypocnemis poecilinota;Fourmilier zébré;3;;https://inpn.mnhn.fr/espece/cd_nom/782449
Galliformes;Sylviornithidae;698707;Sylviornithidae;;3;A;
Galliformes;Sylviornithidae;698708;Sylviornis;;3;A;
Galliformes;Sylviornithidae;698709;Sylviornis neocaledoniae;;3;A;https://inpn.mnhn.fr/espece/cd_nom/698709
Passeriformes;Sylviidae;199459;Acrocephalus agricola;Rousserolle isabelle;3;P;https://inpn.mnhn.fr/espece/cd_nom/199459
Passeriformes;Sylviidae;809978;Acrocephalus astrolabii;Rousserolle des Gambier, Rousserolle de Mangareva;3;A;https://inpn.mnhn.fr/espece/cd_nom/809978
Passeriformes;Sylviidae;809979;Acrocephalus luscinia astrolabii;Rousserolle des Gambier, Rousserolle de Mangareva;3;A;https://inpn.mnhn.fr/espece/cd_nom/809979
Passeriformes;Sylviidae;440185;Acrocephalus atyphus;;3;A;https://inpn.mnhn.fr/espece/cd_nom/440185
Passeriformes;Sylviidae;418867;Acrocephalus caffer atyphus;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418867
Passeriformes;Sylviidae;778911;Acrocephalus atyphus atyphus;;3;A;https://inpn.mnhn.fr/espece/cd_nom/778911
Passeriformes;Sylviidae;418869;Acrocephalus caffer flavidus;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418869
Passeriformes;Sylviidae;418872;Acrocephalus caffer ravus;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418872
Passeriformes;Sylviidae;778912;Acrocephalus atyphus eremus;;3;A;https://inpn.mnhn.fr/espece/cd_nom/778912
Passeriformes;Sylviidae;418868;Acrocephalus caffer eremus;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418868
Passeriformes;Sylviidae;778913;Acrocephalus atyphus niauensis;;3;A;https://inpn.mnhn.fr/espece/cd_nom/778913
Passeriformes;Sylviidae;418870;Acrocephalus caffer niauensis;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418870
Passeriformes;Sylviidae;778914;Acrocephalus atyphus palmarum;;3;A;https://inpn.mnhn.fr/espece/cd_nom/778914
Passeriformes;Sylviidae;418871;Acrocephalus caffer palmarum;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418871
Passeriformes;Sylviidae;418854;Acrocephalus caffer;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418854
Passeriformes;Sylviidae;809968;Sitta caffra;;3;A;https://inpn.mnhn.fr/espece/cd_nom/809968
Passeriformes;Sylviidae;809942;Acrocephalus longirostris;;3;A;https://inpn.mnhn.fr/espece/cd_nom/809942
Passeriformes;Sylviidae;418856;Acrocephalus caffer longirostris;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418856
Passeriformes;Sylviidae;809961;Turdus longirostris;;3;A;https://inpn.mnhn.fr/espece/cd_nom/809961
Passeriformes;Sylviidae;440184;Acrocephalus mendanae;;3;A;https://inpn.mnhn.fr/espece/cd_nom/440184
Passeriformes;Sylviidae;644059;Acrocephalus mendanae consobrinus;;3;A;https://inpn.mnhn.fr/espece/cd_nom/644059
Passeriformes;Sylviidae;418865;Acrocephalus caffer consobrinus;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418865
Passeriformes;Sylviidae;644058;Acrocephalus mendanae dido;;3;A;https://inpn.mnhn.fr/espece/cd_nom/644058
Passeriformes;Sylviidae;418863;Acrocephalus caffer dido;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418863
Passeriformes;Sylviidae;644060;Acrocephalus mendanae fatuhivae;;3;A;https://inpn.mnhn.fr/espece/cd_nom/644060
Passeriformes;Sylviidae;418866;Acrocephalus caffer fatuhivae;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418866
Passeriformes;Sylviidae;644057;Acrocephalus mendanae mendanae;;3;A;https://inpn.mnhn.fr/espece/cd_nom/644057
Passeriformes;Sylviidae;418864;Acrocephalus caffer mendanae;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418864
Passeriformes;Sylviidae;809941;Acrocephalus musae;Rousserolle des îles sous le Vent, Rousserolle de Raiatea;3;A;https://inpn.mnhn.fr/espece/cd_nom/809941
Passeriformes;Sylviidae;418857;Acrocephalus caffer musae;Rousserolle des îles sous le Vent, Rousserolle de Raiatea;3;A;https://inpn.mnhn.fr/espece/cd_nom/418857
Passeriformes;Sylviidae;809963;Acrocephalus musae garretti;;3;A;https://inpn.mnhn.fr/espece/cd_nom/809963
Passeriformes;Sylviidae;418858;Acrocephalus caffer garretti;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418858
Passeriformes;Sylviidae;809962;Acrocephalus musae musae;;3;A;https://inpn.mnhn.fr/espece/cd_nom/809962
Passeriformes;Sylviidae;4192;Acrocephalus palustris;Rousserolle verderolle;3;P;https://inpn.mnhn.fr/espece/cd_nom/4192
Passeriformes;Sylviidae;4194;Sylvia palustris;Rousserolle verderolle;3;P;https://inpn.mnhn.fr/espece/cd_nom/4194
Passeriformes;Sylviidae;526289;Acrocephalus percernis;;3;A;https://inpn.mnhn.fr/espece/cd_nom/526289
Passeriformes;Sylviidae;644054;Acrocephalus percernis aquilonis;;3;A;https://inpn.mnhn.fr/espece/cd_nom/644054
Passeriformes;Sylviidae;418860;Acrocephalus caffer aquilonis;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418860
Passeriformes;Sylviidae;644055;Acrocephalus percernis idae;;3;A;https://inpn.mnhn.fr/espece/cd_nom/644055
Passeriformes;Sylviidae;418862;Acrocephalus caffer idae;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418862
Passeriformes;Sylviidae;644051;Acrocephalus percernis percernis;;3;A;https://inpn.mnhn.fr/espece/cd_nom/644051
Passeriformes;Sylviidae;418861;Acrocephalus caffer percernis;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418861
Passeriformes;Sylviidae;644053;Acrocephalus percernis postremus;;3;A;https://inpn.mnhn.fr/espece/cd_nom/644053
Passeriformes;Sylviidae;418859;Acrocephalus caffer postremus;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418859
Passeriformes;Sylviidae;418873;Acrocephalus rimitarae;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418873
Passeriformes;Sylviidae;457196;Acrocephalus vaughani rimatarae;;3;A;https://inpn.mnhn.fr/espece/cd_nom/457196
Passeriformes;Sylviidae;4195;Acrocephalus scirpaceus;Rousserolle effarvatte;3;P;https://inpn.mnhn.fr/espece/cd_nom/4195
Passeriformes;Sylviidae;4179;Acrocephalus scirpeus;Rousserolle effarvatte;3;P;https://inpn.mnhn.fr/espece/cd_nom/4179
Passeriformes;Sylviidae;4197;Turdus scirpaceus;Rousserolle effarvatte;3;P;https://inpn.mnhn.fr/espece/cd_nom/4197
Passeriformes;Sylviidae;199465;Iduna caligata;Hypolaïs bottée, Hypolaïs russe, Hypolaïs de Russie;3;P;https://inpn.mnhn.fr/espece/cd_nom/199465
Passeriformes;Sylviidae;4206;Hippolais caligata;Hypolaïs bottée, Hypolaïs russe, Hypolaïs de Russie;3;P;https://inpn.mnhn.fr/espece/cd_nom/4206
Passeriformes;Sylviidae;4208;Sylvia caligata;Hypolaïs bottée, Hypolaïs russe, Hypolaïs de Russie;3;P;https://inpn.mnhn.fr/espece/cd_nom/4208
Passeriformes;Sylviidae;199462;Iduna opaca;Hypolaïs obscure;3;D;https://inpn.mnhn.fr/espece/cd_nom/199462
Passeriformes;Sylviidae;526283;Hippolais opaca;Hypolaïs obscure;3;D;https://inpn.mnhn.fr/espece/cd_nom/526283
Passeriformes;Sylviidae;199463;Iduna pallida;Hypolaïs pâle;3;D;https://inpn.mnhn.fr/espece/cd_nom/199463
Passeriformes;Sylviidae;4205;Curruca palida;Hypolaïs pâle;3;D;https://inpn.mnhn.fr/espece/cd_nom/4205
Passeriformes;Sylviidae;4203;Hippolais pallida;Hypolaïs pâle;3;D;https://inpn.mnhn.fr/espece/cd_nom/4203
Passeriformes;Sylviidae;199464;Iduna rama;Hypolaïs rama;3;B;https://inpn.mnhn.fr/espece/cd_nom/199464
Passeriformes;Sylviidae;526284;Hippolais rama;Hypolaïs rama;3;B;https://inpn.mnhn.fr/espece/cd_nom/526284
Passeriformes;Sylviidae;780134;Sylvia rama;Hypolaïs rama;3;B;https://inpn.mnhn.fr/espece/cd_nom/780134
Passeriformes;Sylviidae;199458;Locustella lanceolata;Locustelle lancéolée;3;P;https://inpn.mnhn.fr/espece/cd_nom/199458
Passeriformes;Sylviidae;4164;Locustella lancelota;Locustelle lancéolée;3;P;https://inpn.mnhn.fr/espece/cd_nom/4164
Passeriformes;Sylviidae;4166;Sylvia lancolata;Locustelle lancéolée;3;P;https://inpn.mnhn.fr/espece/cd_nom/4166
Passeriformes;Sylviidae;4280;Phylloscopus collybita;Pouillot véloce;3;P;https://inpn.mnhn.fr/espece/cd_nom/4280
Passeriformes;Sylviidae;4282;Sylvia collybita;Pouillot véloce;3;P;https://inpn.mnhn.fr/espece/cd_nom/4282
Passeriformes;Sylviidae;4287;Phylloscopus collybita abietinus;;3;P;https://inpn.mnhn.fr/espece/cd_nom/4287
Passeriformes;Sylviidae;4285;Phylloscopus collybita collyba;;3;P;https://inpn.mnhn.fr/espece/cd_nom/4285
Passeriformes;Sylviidae;4288;Phylloscopus collybita tristis;Pouillot de Sibérie;3;P;https://inpn.mnhn.fr/espece/cd_nom/4288
Passeriformes;Sylviidae;199473;Phylloscopus humei;Pouillot de Hume;3;B;https://inpn.mnhn.fr/espece/cd_nom/199473
Passeriformes;Sylviidae;199477;Phylloscopus ibericus;Pouillot ibérique, Pouillot véloce ibérique;3;P;https://inpn.mnhn.fr/espece/cd_nom/199477
Passeriformes;Sylviidae;4283;Phylloscopus collybita brehmii;Pouillot ibérique, Pouillot véloce ibérique;3;P;https://inpn.mnhn.fr/espece/cd_nom/4283
Passeriformes;Sylviidae;4262;Phylloscopus nitidus;Pouillot du Caucase, Pouillot des genévriers;3;B;https://inpn.mnhn.fr/espece/cd_nom/4262
Passeriformes;Sylviidae;816966;Seicercus nitidus;Pouillot du Caucase, Pouillot des genévriers;3;B;https://inpn.mnhn.fr/espece/cd_nom/816966
Passeriformes;Sylviidae;199474;Phylloscopus orientalis;Pouillot oriental;3;B;https://inpn.mnhn.fr/espece/cd_nom/199474
Passeriformes;Sylviidae;816972;Phyllopneuste orientalis;Pouillot oriental;3;B;https://inpn.mnhn.fr/espece/cd_nom/816972
Passeriformes;Sylviidae;816973;Rhadina orientalis;Pouillot oriental;3;B;https://inpn.mnhn.fr/espece/cd_nom/816973
Passeriformes;Sylviidae;199472;Phylloscopus plumbeitarsus;;3;B;https://inpn.mnhn.fr/espece/cd_nom/199472
Passeriformes;Sylviidae;816971;Seicercus plumbeitarsus;;3;B;https://inpn.mnhn.fr/espece/cd_nom/816971
Passeriformes;Sylviidae;4289;Phylloscopus trochilus;Pouillot fitis;3;P;https://inpn.mnhn.fr/espece/cd_nom/4289
Passeriformes;Sylviidae;4291;Motacilla trochilus;Pouillot fitis;3;P;https://inpn.mnhn.fr/espece/cd_nom/4291
Passeriformes;Sylviidae;4294;Phylloscopus trochilus acredula;;3;P;https://inpn.mnhn.fr/espece/cd_nom/4294
Passeriformes;Sylviidae;4295;Phylloscopus trochilus eversmanni;;3;P;https://inpn.mnhn.fr/espece/cd_nom/4295
Passeriformes;Sylviidae;4293;Phylloscopus trochilus fitis;;3;P;https://inpn.mnhn.fr/espece/cd_nom/4293
Passeriformes;Sylviidae;4292;Phylloscopus trochilus trochilus;;3;P;https://inpn.mnhn.fr/espece/cd_nom/4292
Passeriformes;Sylviidae;4257;Sylvia atricapilla;Fauvette à tête noire;3;P;https://inpn.mnhn.fr/espece/cd_nom/4257
Passeriformes;Sylviidae;4259;Motacilla atricapilla;Fauvette à tête noire;3;P;https://inpn.mnhn.fr/espece/cd_nom/4259
Passeriformes;Sylviidae;4254;Sylvia borin;Fauvette des jardins;3;P;https://inpn.mnhn.fr/espece/cd_nom/4254
Passeriformes;Sylviidae;4256;Motacilla borin;Fauvette des jardins;3;P;https://inpn.mnhn.fr/espece/cd_nom/4256
Passeriformes;Sylviidae;4229;Sylvia cantillans;Fauvette passerinette;3;P;https://inpn.mnhn.fr/espece/cd_nom/4229
Passeriformes;Sylviidae;824087;Curruca cantillans;Fauvette passerinette;3;P;https://inpn.mnhn.fr/espece/cd_nom/824087
Passeriformes;Sylviidae;824086;Curruca inornata;Fauvette passerinette;3;P;https://inpn.mnhn.fr/espece/cd_nom/824086
Passeriformes;Sylviidae;4231;Motacilla cantillans;Fauvette passerinette;3;P;https://inpn.mnhn.fr/espece/cd_nom/4231
Passeriformes;Sylviidae;782307;Sylvia cantillans cantillans;Fauvette passerinette;3;P;https://inpn.mnhn.fr/espece/cd_nom/782307
Passeriformes;Sylviidae;824084;Sylvia inornata;Fauvette passerinette;3;P;https://inpn.mnhn.fr/espece/cd_nom/824084
Passeriformes;Sylviidae;4252;Sylvia communis;Fauvette grisette;3;P;https://inpn.mnhn.fr/espece/cd_nom/4252
Passeriformes;Sylviidae;534756;Sylvia deserti;Fauvette du désert;3;B;https://inpn.mnhn.fr/espece/cd_nom/534756
Passeriformes;Sylviidae;4239;Sylvia nana;Fauvette naine;3;B;https://inpn.mnhn.fr/espece/cd_nom/4239
Passeriformes;Sylviidae;4241;Curruca nana;Fauvette naine;3;B;https://inpn.mnhn.fr/espece/cd_nom/4241
Passeriformes;Sylviidae;4245;Sylvia nisoria;Fauvette épervière;3;P;https://inpn.mnhn.fr/espece/cd_nom/4245
Passeriformes;Sylviidae;4246;Motacilla nisoria;Fauvette épervière;3;P;https://inpn.mnhn.fr/espece/cd_nom/4246
Passeriformes;Sylviidae;199469;Sylvia rueppelli;Fauvette masqué;3;P;https://inpn.mnhn.fr/espece/cd_nom/199469
Passeriformes;Sylviidae;4237;Sylvia rueppeli;Fauvette masqué;3;P;https://inpn.mnhn.fr/espece/cd_nom/4237
Passeriformes;Sylviidae;824026;Sylvia subalpina;;3;P;https://inpn.mnhn.fr/espece/cd_nom/824026
Passeriformes;Sylviidae;824088;Curruca subalpina;;3;P;https://inpn.mnhn.fr/espece/cd_nom/824088
Passeriformes;Sylviidae;782308;Sylvia cantillans moltonii;;3;P;https://inpn.mnhn.fr/espece/cd_nom/782308
Passeriformes;Sylviidae;824027;Sylvia cantillans subalpina;;3;P;https://inpn.mnhn.fr/espece/cd_nom/824027
Passeriformes;Sylviidae;782309;Sylvia moltonii;;3;P;https://inpn.mnhn.fr/espece/cd_nom/782309
Passeriformes;Sylviidae;782305;Sylvia undata dartfordiensis;Fauvette pitchou (aremorica);3;P;https://inpn.mnhn.fr/espece/cd_nom/782305
Passeriformes;Sylviidae;782306;Sylvia dartfordiensis;Fauvette pitchou (aremorica);3;P;https://inpn.mnhn.fr/espece/cd_nom/782306
Passeriformes;Sylviidae;4225;Sylvia undata aremorica;Fauvette pitchou (aremorica);3;P;https://inpn.mnhn.fr/espece/cd_nom/4225
Passeriformes;Sturnidae;199259;Acridotheres;;3;M;
Passeriformes;Sturnidae;776972;Acridotheres fuscus;;3;;https://inpn.mnhn.fr/espece/cd_nom/776972
Passeriformes;Sturnidae;601183;Acridotheres tristis;Merle des Moluques, Martin triste;3;M;https://inpn.mnhn.fr/espece/cd_nom/601183
Passeriformes;Sturnidae;199444;Acridotheres tristis;Merle des Moluques, Martin triste;3;M;https://inpn.mnhn.fr/espece/cd_nom/199444
Passeriformes;Sturnidae;809980;Aplonis diluvialis;;3;A;https://inpn.mnhn.fr/espece/cd_nom/809980
Passeriformes;Sturnidae;520919;Aplonis striata atronitens;;3;A;https://inpn.mnhn.fr/espece/cd_nom/520919
Passeriformes;Sturnidae;520920;Aplonis striata striata;Stourne calédonien, Merle noir;3;A;https://inpn.mnhn.fr/espece/cd_nom/520920
Passeriformes;Sturnidae;784907;Aplonis tabuensis fortunae;;3;A;https://inpn.mnhn.fr/espece/cd_nom/784907
Passeriformes;Sturnidae;731223;Creatophora;;3;;
Passeriformes;Sturnidae;731224;Creatophora cinerea;Étourneau caronculé;3;;https://inpn.mnhn.fr/espece/cd_nom/731224
Passeriformes;Sturnidae;816270;Rallus cinereus;Étourneau caronculé;3;;https://inpn.mnhn.fr/espece/cd_nom/816270
Passeriformes;Sturnidae;440398;Fregilupus;;3;;
Passeriformes;Sturnidae;441933;Fregilupus varius;;3;A;https://inpn.mnhn.fr/espece/cd_nom/441933
Passeriformes;Sturnidae;714616;Gracula;;3;;
Passeriformes;Sturnidae;714617;Gracula religiosa;Mainate religieux;3;;https://inpn.mnhn.fr/espece/cd_nom/714617
Passeriformes;Sturnidae;4516;Sturnus vulgaris;Étourneau sansonnet;3;P;https://inpn.mnhn.fr/espece/cd_nom/4516
Strigiformes;Strigidae;441611;Aegolius acadicus;Chouette Limard, Petite nyctale;3;;https://inpn.mnhn.fr/espece/cd_nom/441611
Strigiformes;Strigidae;441670;Asio clamator;Hibou strié;3;;https://inpn.mnhn.fr/espece/cd_nom/441670
Strigiformes;Strigidae;782614;Bubo Clamator;Hibou strié;3;;https://inpn.mnhn.fr/espece/cd_nom/782614
Strigiformes;Strigidae;459520;Pseudoscops clamator;Hibou strié;3;;https://inpn.mnhn.fr/espece/cd_nom/459520
Strigiformes;Strigidae;3525;Asio flammeus;Hibou des marais;3;P;https://inpn.mnhn.fr/espece/cd_nom/3525
Strigiformes;Strigidae;416682;Asio accipitrinus;Hibou des marais;3;P;https://inpn.mnhn.fr/espece/cd_nom/416682
Strigiformes;Strigidae;3527;Strix flammeus;Hibou des marais;3;P;https://inpn.mnhn.fr/espece/cd_nom/3527
Strigiformes;Strigidae;528779;Asio stygius;Hibou maître-bois ;3;;https://inpn.mnhn.fr/espece/cd_nom/528779
Strigiformes;Strigidae;441672;Athene cunicularia;Chevêche des terriers, Chouette des terriers ;3;;https://inpn.mnhn.fr/espece/cd_nom/441672
Strigiformes;Strigidae;829104;Strix Cunicularia;Chevêche des terriers, Chouette des terriers ;3;;https://inpn.mnhn.fr/espece/cd_nom/829104
Strigiformes;Strigidae;829105;Athene cunicularia minor;;3;;https://inpn.mnhn.fr/espece/cd_nom/829105
Strigiformes;Strigidae;829106;Speotyto cunicularia minor;;3;;https://inpn.mnhn.fr/espece/cd_nom/829106
Strigiformes;Strigidae;458802;Athene noctua lunellensis;;3;X;https://inpn.mnhn.fr/espece/cd_nom/458802
Strigiformes;Strigidae;199395;Bubo scandiaca;Harfang des neiges;3;P;https://inpn.mnhn.fr/espece/cd_nom/199395
Strigiformes;Strigidae;534757;Bubo scandiacus;Harfang des neiges;3;P;https://inpn.mnhn.fr/espece/cd_nom/534757
Strigiformes;Strigidae;416715;Nyctea nivea;Harfang des neiges;3;P;https://inpn.mnhn.fr/espece/cd_nom/416715
Strigiformes;Strigidae;416716;Nyctea nyctea;Harfang des neiges;3;P;https://inpn.mnhn.fr/espece/cd_nom/416716
Strigiformes;Strigidae;3499;Nyctea scandiaca;Harfang des neiges;3;P;https://inpn.mnhn.fr/espece/cd_nom/3499
Strigiformes;Strigidae;3501;Strix scandiaca;Harfang des neiges;3;P;https://inpn.mnhn.fr/espece/cd_nom/3501
Strigiformes;Strigidae;441691;Bubo virginianus;Grand-duc de Virginie, Grand Duc d’Amérique;3;;https://inpn.mnhn.fr/espece/cd_nom/441691
Strigiformes;Strigidae;828832;Strix virginiana;Grand-duc de Virginie, Grand Duc d’Amérique;3;;https://inpn.mnhn.fr/espece/cd_nom/828832
Strigiformes;Strigidae;828837;Bubo virginianus nacurutu;;3;;https://inpn.mnhn.fr/espece/cd_nom/828837
Strigiformes;Strigidae;828838;Strix nacurutu;;3;;https://inpn.mnhn.fr/espece/cd_nom/828838
Strigiformes;Strigidae;528767;Ciccaba;;3;;
Strigiformes;Strigidae;528764;Ciccaba huhula;Chouette huhul;3;;https://inpn.mnhn.fr/espece/cd_nom/528764
Strigiformes;Strigidae;442389;Strix huhula;Chouette huhul;3;;https://inpn.mnhn.fr/espece/cd_nom/442389
Strigiformes;Strigidae;528763;Ciccaba virgata;Chouette mouchetée;3;;https://inpn.mnhn.fr/espece/cd_nom/528763
Strigiformes;Strigidae;442390;Strix virgata;Chouette mouchetée;3;;https://inpn.mnhn.fr/espece/cd_nom/442390
Strigiformes;Strigidae;782631;Syrnium virgatum;Chouette mouchetée;3;;https://inpn.mnhn.fr/espece/cd_nom/782631
Strigiformes;Strigidae;829107;Ciccaba virgata macconnelli;;3;;https://inpn.mnhn.fr/espece/cd_nom/829107
Strigiformes;Strigidae;829108;Ciccaba superciliaris macconnelli;;3;;https://inpn.mnhn.fr/espece/cd_nom/829108
Strigiformes;Strigidae;441953;Glaucidium brasilianum;;3;;https://inpn.mnhn.fr/espece/cd_nom/441953
Strigiformes;Strigidae;441954;Glaucidium hardyi;Chevêchette d'Amazonie ;3;;https://inpn.mnhn.fr/espece/cd_nom/441954
Strigiformes;Strigidae;442044;Lophostrix cristata;Duc à aigrettes ;3;;https://inpn.mnhn.fr/espece/cd_nom/442044
Strigiformes;Strigidae;459611;Mascarenotus;;3;;
Strigiformes;Strigidae;459612;Mascarenotus grucheti;;3;A;https://inpn.mnhn.fr/espece/cd_nom/459612
Strigiformes;Strigidae;782453;Megascops;;3;;
Strigiformes;Strigidae;459496;Megascops choliba;Petit-duc choliba ;3;;https://inpn.mnhn.fr/espece/cd_nom/459496
Strigiformes;Strigidae;442164;Otus choliba;Petit-duc choliba ;3;;https://inpn.mnhn.fr/espece/cd_nom/442164
Strigiformes;Strigidae;782456;Strix choliba;Petit-duc choliba ;3;;https://inpn.mnhn.fr/espece/cd_nom/782456
Strigiformes;Strigidae;828859;Megascops choliba cruciger;;3;;https://inpn.mnhn.fr/espece/cd_nom/828859
Strigiformes;Strigidae;828860;Strix crucigera;;3;;https://inpn.mnhn.fr/espece/cd_nom/828860
Strigiformes;Strigidae;782457;Megascops guatemalae;;3;;https://inpn.mnhn.fr/espece/cd_nom/782457
Strigiformes;Strigidae;782458;Scops guatemalae;;3;;https://inpn.mnhn.fr/espece/cd_nom/782458
Strigiformes;Strigidae;782459;Megascops guatemalae roraimae;Petit-duc du Roraima;3;;https://inpn.mnhn.fr/espece/cd_nom/782459
Strigiformes;Strigidae;782460;Megascops roraimae;Petit-duc du Roraima;3;;https://inpn.mnhn.fr/espece/cd_nom/782460
Strigiformes;Strigidae;782465;Otus guatemalae roraimae;Petit-duc du Roraima;3;;https://inpn.mnhn.fr/espece/cd_nom/782465
Strigiformes;Strigidae;782464;Otus roraimae;Petit-duc du Roraima;3;;https://inpn.mnhn.fr/espece/cd_nom/782464
Strigiformes;Strigidae;782463;Otus vermiculatus roraimae;Petit-duc du Roraima;3;;https://inpn.mnhn.fr/espece/cd_nom/782463
Strigiformes;Strigidae;782462;Scops roraimae;Petit-duc du Roraima;3;;https://inpn.mnhn.fr/espece/cd_nom/782462
Strigiformes;Strigidae;459497;Megascops watsonii;Petit-duc de Watson;3;;https://inpn.mnhn.fr/espece/cd_nom/459497
Strigiformes;Strigidae;782455;Ephialtes watsonii;Petit-duc de Watson;3;;https://inpn.mnhn.fr/espece/cd_nom/782455
Strigiformes;Strigidae;442166;Otus watsonii;Petit-duc de Watson;3;;https://inpn.mnhn.fr/espece/cd_nom/442166
Strigiformes;Strigidae;774867;Otus mayottensis;Petit-duc malgache;3;A;https://inpn.mnhn.fr/espece/cd_nom/774867
Strigiformes;Strigidae;418739;Otus rutilus mayottensis;Petit-duc malgache;3;A;https://inpn.mnhn.fr/espece/cd_nom/418739
Strigiformes;Strigidae;442165;Otus rutilus;Petit duc;3;A;https://inpn.mnhn.fr/espece/cd_nom/442165
Strigiformes;Strigidae;820065;Scops rutilus;Petit duc;3;A;https://inpn.mnhn.fr/espece/cd_nom/820065
Strigiformes;Strigidae;442299;Pulsatrix perspicillata;Chouette à lunettes;3;;https://inpn.mnhn.fr/espece/cd_nom/442299
Strigiformes;Strigidae;3518;Strix aluco;Chouette hulotte;3;P;https://inpn.mnhn.fr/espece/cd_nom/3518
Caprimulgiformes;Steatornithidae;720298;Steatornis;;3;;
Caprimulgiformes;Steatornithidae;720299;Steatornis caripensis;Guacharo des cavernes;3;;https://inpn.mnhn.fr/espece/cd_nom/720299
Passeriformes;Sittidae;199446;Sitta canadensis;Sittelle à poitrine rousse;3;;https://inpn.mnhn.fr/espece/cd_nom/199446
Charadriiformes;Scolopacidae;2616;Actitis hypoleucos;Chevalier guignette;3;P;https://inpn.mnhn.fr/espece/cd_nom/2616
Charadriiformes;Scolopacidae;199361;Actites hypoleucos;Chevalier guignette;3;P;https://inpn.mnhn.fr/espece/cd_nom/199361
Charadriiformes;Scolopacidae;2618;Tringa hypoleucos;Chevalier guignette;3;P;https://inpn.mnhn.fr/espece/cd_nom/2618
Charadriiformes;Scolopacidae;459460;Actitis macularius;Chevalier grivelé;3;B;https://inpn.mnhn.fr/espece/cd_nom/459460
Charadriiformes;Scolopacidae;199362;Actites macularia;Chevalier grivelé;3;B;https://inpn.mnhn.fr/espece/cd_nom/199362
Charadriiformes;Scolopacidae;2619;Actitis macularia;Chevalier grivelé;3;B;https://inpn.mnhn.fr/espece/cd_nom/2619
Charadriiformes;Scolopacidae;2621;Tringa macularia;Chevalier grivelé;3;B;https://inpn.mnhn.fr/espece/cd_nom/2621
Charadriiformes;Scolopacidae;199360;Bartramia longicauda;Bartramie des champs, Bartramie à longue queue, Maubèche des champs;3;B;https://inpn.mnhn.fr/espece/cd_nom/199360
Charadriiformes;Scolopacidae;2580;Baratramia longicauda;Bartramie des champs, Bartramie à longue queue, Maubèche des champs;3;B;https://inpn.mnhn.fr/espece/cd_nom/2580
Charadriiformes;Scolopacidae;2582;Tringa longicauda;Bartramie des champs, Bartramie à longue queue, Maubèche des champs;3;B;https://inpn.mnhn.fr/espece/cd_nom/2582
Charadriiformes;Scolopacidae;2916;Calidris alpina alpina;;3;P;https://inpn.mnhn.fr/espece/cd_nom/2916
Charadriiformes;Scolopacidae;2917;Calidris alpina arctica;;3;P;https://inpn.mnhn.fr/espece/cd_nom/2917
Charadriiformes;Scolopacidae;2918;Calidris alpina schinzii;;3;P;https://inpn.mnhn.fr/espece/cd_nom/2918
